2022-07-04_07.20.00_2022-07-04_07.38.00,1656915600,1656916680,Samsung,WW70T4020EE,FAST,0,800,Empty,Working,SummerTime
2022-07-04_09.49.00_2022-07-04_10.06.00,1656924540,1656925560,LG,F4WV7010S2W,FAST,20,400,Empty,Working,SummerTime
2022-07-04_09.48.00_2022-07-04_10.07.00,1656924480,1656925620,Samsung,WW70T4020EE,FAST,0,800,Empty,Working,SummerTime
2022-07-05_07.02.00_2022-07-05_07.20.00,1657000920,1657002000,LG,F4WV7010S2W,FAST,20,400,Empty,Working,SummerTime
2022-07-05_07.02.00_2022-07-05_07.20.00,1657000920,1657002000,Samsung,WW70T4020EE,FAST,0,800,Empty,Working,SummerTime
2022-07-05_07.45.00_2022-07-05_08.05.00,1657003500,1657004700,LG,F4WV7010S2W,FAST,20,400,Empty,Working,SummerTime
2022-07-05_07.45.00_2022-07-05_08.05.00,1657003500,1657004700,Samsung,WW70T4020EE,FAST,0,800,Empty,Working,SummerTime
2022-07-05_08.08.00_2022-07-05_09.06.00,1657004880,1657008360,LG,F4WV7010S2W,Cotton,0,1400,Empty,Working,SummerTime
2022-07-05_08.08.00_2022-07-05_09.12.00,1657004880,1657008720,Samsung,WW70T4020EE,Cotton,0,1200,Empty,Working,SummerTime
2022-07-07_09.09.00_2022-07-07_10.10.00,1657181340,1657185000,LG,F4WV7010S2W,Cotton,0,1400,Empty,Working,SummerTime
2022-07-07_09.10.00_2022-07-07_10.15.00,1657181400,1657185300,Samsung,WW70T4020EE,Cotton,0,1200,Empty,Working,SummerTime
2022-07-07_10.30.00_2022-07-07_11.30.00,1657186200,1657189800,LG,F4WV7010S2W,Cotton,0,1400,Empty,Working,SummerTime
2022-07-07_10.25.00_2022-07-07_11.33.00,1657185900,1657189980,Samsung,WW70T4020EE,Cotton,0,1200,Empty,Working,SummerTime
2022-07-08_07.25.00_2022-07-08_08.23.00,1657261500,1657264980,LG,F4WV7010S2W,Cotton,0,1400,Empty,Working,SummerTime
2022-07-08_07.26.00_2022-07-08_08.30.00,1657261560,1657265400,Samsung,WW70T4020EE,Cotton,0,1200,Empty,Working,SummerTime
2022-07-08_12.24.00_2022-07-08_13.22.00,1657279440,1657282920,LG,F4WV7010S2W,Cotton,0,1400,Empty,Working,SummerTime
2022-07-08_12.23.00_2022-07-08_13.29.00,1657279380,1657283340,Samsung,WW70T4020EE,Cotton,0,1200,Empty,Working,SummerTime
